id,name,numberPlayer,medianAge,leagueId,url
132,RKC Waalwijk,30,26.7,13,https://www.transfermarkt.es/rkc-waalwijk/startseite/verein/235/saison_id/2024
133,Galatasaray,30,27.3,15,https://www.transfermarkt.es/galatasaray-istanbul/startseite/verein/141/saison_id/2024
134,Fenerbahce,29,28.9,15,https://www.transfermarkt.es/fenerbahce-istanbul/startseite/verein/36/saison_id/2024
135,Besiktas JK,30,26.8,15,https://www.transfermarkt.es/besiktas-istanbul/startseite/verein/114/saison_id/2024
136,Trabzonspor,26,26.2,15,https://www.transfermarkt.es/trabzonspor/startseite/verein/449/saison_id/2024
137,Basaksehir FK,29,26.9,15,https://www.transfermarkt.es/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024
138,Göztepe,27,25.9,15,https://www.transfermarkt.es/goztepe/startseite/verein/1467/saison_id/2024
139,Kasimpasa,32,25.6,15,https://www.transfermarkt.es/kasimpasa/startseite/verein/10484/saison_id/2024
140,Caykur Rizespor,25,26.0,15,https://www.transfermarkt.es/caykur-rizespor/startseite/verein/126/saison_id/2024
141,Samsunspor,27,26.6,15,https://www.transfermarkt.es/samsunspor/startseite/verein/152/saison_id/2024
142,Eyüpspor,29,28.7,15,https://www.transfermarkt.es/eyupspor/startseite/verein/7160/saison_id/2024
143,Antalyaspor,29,27.6,15,https://www.transfermarkt.es/antalyaspor/startseite/verein/589/saison_id/2024
144,Konyaspor,31,27.4,15,https://www.transfermarkt.es/konyaspor/startseite/verein/2293/saison_id/2024
145,Gaziantep FK,25,27.2,15,https://www.transfermarkt.es/gaziantep-fk/startseite/verein/2832/saison_id/2024
146,Kayserispor,29,27.2,15,https://www.transfermarkt.es/kayserispor/startseite/verein/3205/saison_id/2024
147,Alanyaspor,24,27.0,15,https://www.transfermarkt.es/alanyaspor/startseite/verein/11282/saison_id/2024
148,Bodrum FK,31,27.1,15,https://www.transfermarkt.es/bodrumspor/startseite/verein/44006/saison_id/2024
149,Sivasspor,32,28.0,15,https://www.transfermarkt.es/sivasspor/startseite/verein/2381/saison_id/2024
150,Hatayspor,26,25.2,15,https://www.transfermarkt.es/hatayspor/startseite/verein/7775/saison_id/2024
151,Adana Demirspor,27,22.5,15,https://www.transfermarkt.es/adana-demirspor/startseite/verein/3840/saison_id/2024
152,Club Brujas KV,26,24.5,17,https://www.transfermarkt.es/fc-brugge/startseite/verein/2282/saison_id/2024
153,KRC Genk,25,23.1,17,https://www.transfermarkt.es/krc-genk/startseite/verein/1184/saison_id/2024
154,Union Saint-Gilloise,26,25.3,17,https://www.transfermarkt.es/royale-union-saint-gilloise/startseite/verein/3948/saison_id/2024
155,RSC Anderlecht,28,25.4,17,https://www.transfermarkt.es/rsc-anderlecht/startseite/verein/58/saison_id/2024
156,KAA Gante,30,25.3,17,https://www.transfermarkt.es/kaa-gent/startseite/verein/157/saison_id/2024
157,Royal Amberes FC,32,24.4,17,https://www.transfermarkt.es/royal-antwerpen-fc/startseite/verein/1096/saison_id/2024
158,KVC Westerlo,30,24.8,17,https://www.transfermarkt.es/kvc-westerlo/startseite/verein/968/saison_id/2024
159,Standard de Lieja,26,24.3,17,https://www.transfermarkt.es/standard-luttich/startseite/verein/3057/saison_id/2024
160,Oud-Heverlee Leuven,27,25.0,17,https://www.transfermarkt.es/oud-heverlee-leuven/startseite/verein/2727/saison_id/2024
161,R Charleroi SC,26,24.6,17,https://www.transfermarkt.es/rsc-charleroi/startseite/verein/172/saison_id/2024
162,Círculo de Brujas,30,23.4,17,https://www.transfermarkt.es/cercle-brugge/startseite/verein/520/saison_id/2024
